t [ms] 	      u [m/s]
417123.17 	 0.35256000
417126.02 	 0.36917500
417128.92 	 0.36063800
417132.97 	 0.36215500
417157.97 	 0.37290000
417195.00 	 0.37081500
417204.30 	 0.36243100
417208.87 	 0.37012500
417213.38 	 0.35626900
417220.79 	 0.36237000
417228.60 	 0.33927100
417239.55 	 0.35078200
417251.52 	 0.35337200
417264.81 	 0.35625400
417276.92 	 0.34273500
417283.98 	 0.33944000
417294.40 	 0.35531900
417306.29 	 0.35688200
417320.50 	 0.35053700
417325.87 	 0.34245900
417339.83 	 0.36145000
417353.90 	 0.34906500
417361.12 	 0.34288800
417369.05 	 0.34952500
417369.67 	 0.35170200
417390.27 	 0.33986900
417412.89 	 0.34730300
417415.47 	 0.33051900
417427.23 	 0.34727200
417437.33 	 0.34209100
417441.73 	 0.33507100
417447.91 	 0.33870400
417468.19 	 0.33798300
417476.60 	 0.34550900
417479.71 	 0.35398500
417487.47 	 0.34650600
417504.79 	 0.34222900
417517.86 	 0.33335400
417541.11 	 0.34644400
417542.15 	 0.33830500
417608.86 	 0.34540200
417664.46 	 0.34417600
417691.68 	 0.34606100
417734.17 	 0.36842400
417753.47 	 0.33940900
417767.91 	 0.35337200
417807.82 	 0.36724400
417817.78 	 0.36750400
417835.53 	 0.36569600
417852.26 	 0.35470600
417858.25 	 0.35279000
417863.49 	 0.35447600
417877.31 	 0.36073000
417884.07 	 0.36451500
417888.36 	 0.34885100
417893.61 	 0.36591000
417894.72 	 0.35493600
417901.52 	 0.36813300
417903.65 	 0.36046900
417910.49 	 0.35400100
417922.54 	 0.35219200
417940.50 	 0.35302000
417943.47 	 0.35349500
417946.36 	 0.35691300
417956.31 	 0.35778700
417966.26 	 0.34849800
418021.07 	 0.35686700
418022.88 	 0.35217700
418046.54 	 0.34302600
418057.36 	 0.35884400
418080.99 	 0.35430700
418097.21 	 0.33985300
418105.25 	 0.34517200
418118.02 	 0.33669600
418154.61 	 0.34719500
418175.61 	 0.35141000
418179.80 	 0.33904100
418234.85 	 0.34272000
418241.58 	 0.35443000
418274.61 	 0.36451500
418279.55 	 0.36057600
418287.36 	 0.34797700
418295.87 	 0.35372500
418301.64 	 0.34523300
418312.51 	 0.35622300
418337.58 	 0.35628500
418351.45 	 0.35550300
418377.72 	 0.34665900
418389.35 	 0.34915700
418398.45 	 0.34480400
418404.67 	 0.34857500
418412.09 	 0.34924900
418424.69 	 0.34610700
418433.42 	 0.35309600
418444.39 	 0.34025200
418468.80 	 0.35354100
418487.86 	 0.34708800
418513.28 	 0.35013800
418515.32 	 0.34704200
418534.92 	 0.33908700
418536.92 	 0.34054300
418542.98 	 0.33778400
418543.81 	 0.34264300
418583.89 	 0.34986200
418595.28 	 0.35019900
418606.93 	 0.34762400
418608.24 	 0.35274400
418618.85 	 0.33893400
418640.67 	 0.34083400
418649.00 	 0.34819200
418661.30 	 0.35256000
418677.86 	 0.34005300
418689.47 	 0.35280500
418697.51 	 0.34301100
418706.63 	 0.34935600
418714.92 	 0.35493600
418734.56 	 0.34508000
418736.41 	 0.34665900
418762.85 	 0.33885700
418772.44 	 0.35548800
418818.20 	 0.35879800
418823.68 	 0.37251600
418826.42 	 0.35467500
418849.66 	 0.35482800
418850.44 	 0.35761800
418869.44 	 0.36313600
418873.45 	 0.37274600
418880.86 	 0.36483700
418905.49 	 0.36883800
418921.12 	 0.34986200
418921.68 	 0.36178700
418934.76 	 0.34239800
418941.16 	 0.34714900
418951.41 	 0.33950100
418954.09 	 0.35219200
418958.52 	 0.33375300
418962.35 	 0.35222300
418967.69 	 0.34367000
418986.79 	 0.35259100
418987.37 	 0.35372500
419012.16 	 0.35596300
419033.78 	 0.34661300
419059.06 	 0.36230800
419072.92 	 0.34728700
419079.76 	 0.35792500
419082.05 	 0.34601500
419093.34 	 0.36215500
419102.08 	 0.35626900
419102.83 	 0.35205400
419118.21 	 0.35778700
419130.54 	 0.36086700
419152.15 	 0.34370100
419162.80 	 0.35626900
419163.67 	 0.35130300
419177.68 	 0.34721100
419183.91 	 0.35987100
419197.25 	 0.36042300
419201.98 	 0.35312700
419226.15 	 0.34032900
419242.71 	 0.34016000
419252.11 	 0.34704200
419265.31 	 0.33711000
419282.93 	 0.33816700
419294.23 	 0.33966900
419338.68 	 0.33519400
419341.67 	 0.35001600
419347.34 	 0.35170200
419361.62 	 0.34199900
419372.42 	 0.34170800
419390.20 	 0.35682100
419429.52 	 0.33812100
419440.09 	 0.34031300
419441.22 	 0.33970000
419450.67 	 0.33191400
419473.58 	 0.35654500
419495.85 	 0.34944800
419501.84 	 0.36122000
419513.47 	 0.34695000
419535.37 	 0.33602100
419547.44 	 0.34296500
419577.30 	 0.32556800
419589.19 	 0.32797400
419608.59 	 0.32481700
419610.29 	 0.32334600
419626.44 	 0.32863400
419629.81 	 0.32273200
419633.48 	 0.32576700
419635.03 	 0.31785800
419664.89 	 0.34667400
419690.92 	 0.32664100
419703.65 	 0.32832700
419708.14 	 0.34080400
419721.04 	 0.33028900
419723.23 	 0.33907200
419728.46 	 0.33375300
419733.14 	 0.33091700
419739.71 	 0.33146900
419744.53 	 0.32164400
419759.55 	 0.32515400
419779.38 	 0.32572100
419793.31 	 0.31882400
419807.89 	 0.31658600
419810.13 	 0.32046400
419841.67 	 0.32822000
419845.49 	 0.32616600
419853.37 	 0.34060400
419862.07 	 0.33363000
419932.38 	 0.32303900
420016.26 	 0.33393700
420027.06 	 0.34426800
420034.62 	 0.33907200
420042.76 	 0.33919400
420059.54 	 0.33804500
420074.42 	 0.33795300
420086.94 	 0.34356300
420095.79 	 0.34311800
420116.92 	 0.35269800
420122.81 	 0.35767900
420134.29 	 0.34301100
420138.28 	 0.35194700
420189.90 	 0.35427700
420191.09 	 0.34267400
420218.16 	 0.35481300
420228.58 	 0.34828400
420230.71 	 0.34577000
420237.54 	 0.33813700
420240.28 	 0.35098100
420244.77 	 0.35095100
420292.95 	 0.33821300
420301.30 	 0.33917900
420326.13 	 0.34406800
420343.76 	 0.34788500
420356.55 	 0.34855900
420361.13 	 0.34455900
420372.58 	 0.34360900
420390.04 	 0.33196000
420398.34 	 0.35485900
420402.26 	 0.35288200
420418.05 	 0.36059200
420432.56 	 0.34661300
420453.07 	 0.35803200
420466.67 	 0.34992400
420467.31 	 0.34814600
420471.10 	 0.35084300
420472.06 	 0.34857500
420479.49 	 0.35547200
420508.27 	 0.35573300
420509.92 	 0.35597800
420514.44 	 0.35921200
420528.50 	 0.35303500
420537.80 	 0.35602400
420551.78 	 0.33924000
420559.45 	 0.33962300
420561.57 	 0.33947000
420572.34 	 0.34160100
420577.35 	 0.34252000
420584.18 	 0.36177200
420591.54 	 0.35121100
420599.72 	 0.36333500
420608.77 	 0.35243700
420617.07 	 0.35268300
420628.55 	 0.35213100
420629.37 	 0.36897600
420630.12 	 0.35590100
420634.53 	 0.37553600
420639.35 	 0.36500600
420643.52 	 0.37630200
420667.06 	 0.35487400
420676.60 	 0.35370900
420708.51 	 0.35390900
420715.22 	 0.35813900
420719.80 	 0.35931900
420729.49 	 0.35723500
420737.58 	 0.36425500
420739.49 	 0.36256900
420749.00 	 0.34819200
420750.51 	 0.35285100
420760.25 	 0.33600600
420765.52 	 0.32943100
420765.73 	 0.33776900
420781.10 	 0.33448900
420781.46 	 0.33516300
420781.68 	 0.34808400
420786.54 	 0.35205400
420828.68 	 0.33775300
420834.55 	 0.33735500
420844.21 	 0.33565400
420868.88 	 0.33711000
420878.00 	 0.33421300
420886.81 	 0.31906900
420887.86 	 0.32979800
420893.92 	 0.33890300
420904.30 	 0.31960600
420925.92 	 0.32604300
420927.64 	 0.32176700
420932.15 	 0.31330600
420938.28 	 0.32956900
420987.17 	 0.35018400
421000.80 	 0.34742500
421011.46 	 0.34546300
421027.64 	 0.33579200
421032.79 	 0.34416000
421033.93 	 0.35308100
421058.36 	 0.33838200
421059.97 	 0.34488100
421073.26 	 0.33737000
421105.26 	 0.33615900
421106.23 	 0.33156100
421110.50 	 0.34577000
421116.20 	 0.34667400
421124.21 	 0.33833600
421169.88 	 0.33947000
421175.42 	 0.33674200
421192.78 	 0.34938700
421197.58 	 0.34880500
421199.03 	 0.34828400
421202.08 	 0.35260600
421227.54 	 0.34682700
421232.89 	 0.36344300
421235.51 	 0.35004600
421243.76 	 0.35593200
421264.39 	 0.34794600
421311.86 	 0.34719500
421314.52 	 0.35199300
421321.62 	 0.34045100
421329.53 	 0.34149300
421334.61 	 0.34023700
421339.26 	 0.34288800
421364.76 	 0.35104300
421393.97 	 0.34134000
421402.89 	 0.33372200
421407.39 	 0.34462000
421417.53 	 0.35164000
421433.98 	 0.33966900
421449.95 	 0.34938700
421458.90 	 0.35295800
421474.43 	 0.35297400
421474.95 	 0.34549400
421493.71 	 0.35191600
421500.32 	 0.35197700
421513.02 	 0.34635200
421548.12 	 0.35157900
421554.65 	 0.35640700
421555.85 	 0.35840000
421557.85 	 0.35783300
421576.29 	 0.36379500
421626.38 	 0.35256000
421649.04 	 0.34849800
421660.98 	 0.35257500
421670.04 	 0.34135500
421680.90 	 0.35870600
421686.52 	 0.34718000
421686.78 	 0.36385600
421704.97 	 0.37250100
421712.05 	 0.34402200
421731.67 	 0.35778700
421754.76 	 0.34895800
421759.13 	 0.34275000
421790.10 	 0.33574600
421809.24 	 0.33856600
421814.20 	 0.32998200
421815.96 	 0.34218300
421831.21 	 0.33137700
421832.04 	 0.34146300
421842.17 	 0.36609400
421851.44 	 0.35833800
421871.61 	 0.35767900
421876.78 	 0.36897600
421897.02 	 0.35177800
421942.71 	 0.34938700
421944.01 	 0.35665200
421950.77 	 0.35159400
421957.49 	 0.34915700
422014.28 	 0.36949700
422020.63 	 0.35525800
422043.27 	 0.34978600
422075.07 	 0.36656900
422078.11 	 0.34833000
422079.04 	 0.35039900
422087.59 	 0.36224700
422090.50 	 0.36319700
422126.42 	 0.36036200
422150.45 	 0.36120500
422152.62 	 0.34229000
422153.95 	 0.34868200
422154.98 	 0.35922700
422167.58 	 0.34596900
422170.32 	 0.34667400
422188.23 	 0.35778700
422206.66 	 0.35754100
422225.43 	 0.34532500
422236.63 	 0.35611600
422246.86 	 0.34296500
422249.60 	 0.35473600
422260.00 	 0.35657600
422293.17 	 0.36086700
422301.81 	 0.35228400
422309.96 	 0.36203200
422322.15 	 0.34716500
422333.79 	 0.35308100
422336.63 	 0.35705100
422349.31 	 0.35899800
422363.35 	 0.35518100
422406.33 	 0.34488100
422407.54 	 0.35418500
422416.21 	 0.36451500
422422.27 	 0.35741900
422425.89 	 0.36135800
422430.97 	 0.35694400
422438.34 	 0.35447600
422453.38 	 0.37447800
422475.43 	 0.37521400
422484.63 	 0.35702000
422488.03 	 0.36023900
422524.44 	 0.36161900
422537.64 	 0.35853800
422541.23 	 0.35838400
422556.92 	 0.36998700
422567.04 	 0.37145900
422572.69 	 0.37841800
422584.75 	 0.36448500
422627.66 	 0.36730500
422633.20 	 0.35646800
422640.10 	 0.35383200
422670.42 	 0.37021700
422679.33 	 0.36459200
422701.08 	 0.35904400
422716.04 	 0.34891200
422736.10 	 0.34368500
422750.45 	 0.35265200
422767.61 	 0.33747800
422797.02 	 0.34111000
422810.14 	 0.35033700
422860.15 	 0.35167100
422885.61 	 0.34137100
422897.94 	 0.35032200
422907.74 	 0.34589200
422914.27 	 0.34974000
422918.42 	 0.33027400
422923.98 	 0.34111000
422929.58 	 0.35268300
422931.27 	 0.33539300
422960.45 	 0.33416700
422965.21 	 0.33455000
422978.50 	 0.34411400
422989.69 	 0.34385400
422998.08 	 0.35029100
423014.36 	 0.35518100
423037.04 	 0.34344000
423038.54 	 0.34635200
423067.22 	 0.33632800
423068.03 	 0.34757800
423093.83 	 0.34794600
423142.72 	 0.33635900
423150.08 	 0.35366400
423162.15 	 0.35705100
423167.46 	 0.34718000
423173.67 	 0.34937200
423179.94 	 0.35441500
423180.42 	 0.35660600
423187.67 	 0.34727200
423189.00 	 0.34560100
423197.72 	 0.35387800
423203.56 	 0.36168000
423215.14 	 0.35320400
423218.63 	 0.36637000
423225.79 	 0.35656000
423227.51 	 0.35436900
423234.83 	 0.35640700
423260.92 	 0.36281400
423282.13 	 0.35672900
423299.20 	 0.36282900
423343.55 	 0.36322800
423350.33 	 0.36943600
423351.18 	 0.35423100
423352.16 	 0.35856800
423359.48 	 0.35059800
423380.34 	 0.34928000
423393.57 	 0.34304200
423400.29 	 0.34849800
423402.94 	 0.35009200
423417.68 	 0.36410200
423421.88 	 0.36036200
423446.56 	 0.35764900
423448.79 	 0.36348900
423458.59 	 0.35613100
423459.18 	 0.35844600
423462.11 	 0.35200800
423465.14 	 0.35899800
423479.60 	 0.34874300
423480.26 	 0.34869700
423513.30 	 0.35771000
423516.81 	 0.37057000
423520.23 	 0.36379500
423521.63 	 0.36157300
423549.45 	 0.34501900
423558.49 	 0.34702700
423563.38 	 0.36324300
423575.49 	 0.36007000
423585.25 	 0.34753200
423587.82 	 0.35706600
423606.65 	 0.35153300
423638.99 	 0.35185500
423640.94 	 0.34840600
423646.61 	 0.34785400
423652.19 	 0.34610700
423659.81 	 0.34264300
423662.16 	 0.34885100
423663.51 	 0.35964100
423667.99 	 0.34667400
423670.23 	 0.35343400
423674.79 	 0.34520300
423693.19 	 0.36229300
423694.71 	 0.34595400
423725.12 	 0.36851600
423728.43 	 0.35829200
423732.19 	 0.36241600
423742.07 	 0.36039200
423745.53 	 0.36122000
423747.81 	 0.37007900
423771.20 	 0.35996300
423785.68 	 0.37086100
423792.14 	 0.36489900
423829.25 	 0.36503700
423832.09 	 0.35807800
423842.03 	 0.36141900
423860.91 	 0.37060100
423863.56 	 0.36030000
423869.20 	 0.37003300
423877.04 	 0.35369400
423883.86 	 0.35013800
423900.26 	 0.35050600
423926.89 	 0.35390900
423937.03 	 0.36466900
423941.92 	 0.36768800
423952.68 	 0.35027600
423958.22 	 0.35749500
423970.02 	 0.35182400
423983.22 	 0.36085200
423988.09 	 0.36267600
424003.53 	 0.35731100
424020.52 	 0.34676600
424077.62 	 0.36252300
424080.83 	 0.35631500
424086.27 	 0.35185500
424090.02 	 0.34508000
424102.41 	 0.36138900
424105.91 	 0.36520500
424108.22 	 0.35668300
424112.49 	 0.36040800
424120.35 	 0.35907400
424140.63 	 0.35076700
424147.36 	 0.34935600
424170.43 	 0.35870600
424175.08 	 0.34198400
424183.48 	 0.34580000
424187.46 	 0.34121800
424195.45 	 0.34141700
424203.58 	 0.34515700
424205.10 	 0.34808400
424207.72 	 0.35686700
424248.08 	 0.36036200
424299.18 	 0.35528800
424327.41 	 0.35597800
424340.02 	 0.34336300
424352.01 	 0.36103600
424407.86 	 0.36191000
424411.01 	 0.34478900
424418.51 	 0.36704400
424428.88 	 0.34863600
424448.44 	 0.35899800
424450.19 	 0.36301300
424450.65 	 0.35222300
424453.89 	 0.35375500
424456.18 	 0.36169500
424466.44 	 0.35223800
424467.20 	 0.36614000
424485.72 	 0.35496600
424491.56 	 0.34573900
424532.19 	 0.37141300
424563.46 	 0.36344300
424600.03 	 0.35798600
424610.14 	 0.35455300
424610.75 	 0.36555800
424617.58 	 0.35436900
424622.02 	 0.35817000
424626.11 	 0.35452200
424628.28 	 0.35380100
424641.51 	 0.35908900
424649.47 	 0.35196200
424664.63 	 0.36233900
424667.37 	 0.36696800
424675.46 	 0.34810000
424694.75 	 0.35260600
424698.72 	 0.34883500
424706.65 	 0.34924900
424708.85 	 0.35645300
424744.76 	 0.34652100
424754.51 	 0.34981600
424766.57 	 0.33796800
424769.68 	 0.33902600
424796.82 	 0.33556200
424849.06 	 0.33740100
424871.97 	 0.34132500
424882.78 	 0.34708800
424897.16 	 0.35254500
424912.89 	 0.35329600
424914.44 	 0.35392400
424931.61 	 0.34719500
424932.93 	 0.34728700
424933.98 	 0.35260600
424938.43 	 0.34449800
424946.72 	 0.34452800
424969.40 	 0.35585500
425007.82 	 0.34025200
425010.82 	 0.34141700
425025.34 	 0.33845900
425032.87 	 0.34960200
425056.78 	 0.35757200
425066.00 	 0.35418500
425072.11 	 0.34906500
425089.89 	 0.35078200
425095.27 	 0.36422400
425101.77 	 0.36519000
425106.26 	 0.36272200
425114.11 	 0.36822500
425134.47 	 0.34946400
425141.51 	 0.34668900
425144.49 	 0.36102100
425163.45 	 0.34459000
425192.64 	 0.35849200
425209.52 	 0.35961100
425227.53 	 0.34935600
425249.47 	 0.34679700
425261.72 	 0.34923400
425323.33 	 0.34534100
425329.27 	 0.36287500
425338.52 	 0.36420900
425339.81 	 0.34915700
425351.39 	 0.36443900
425382.10 	 0.34488100
425409.76 	 0.36853100
425455.66 	 0.36134300
425469.22 	 0.36954300
425480.38 	 0.35199300
425490.45 	 0.36574200
425513.47 	 0.35170200
425542.73 	 0.35600900
425545.15 	 0.36011600
425548.22 	 0.35751100
425550.73 	 0.35908900
425557.04 	 0.34708800
425565.60 	 0.36739700
425576.97 	 0.36836300
425588.92 	 0.35705100
425590.75 	 0.36062200
425602.90 	 0.36981900
425663.90 	 0.35620800
425673.23 	 0.36434700
425676.66 	 0.34029800
425698.38 	 0.34862100
425699.41 	 0.35513500
425704.62 	 0.35496600
425707.32 	 0.35294300
425712.28 	 0.34420600
425712.95 	 0.34345500
425737.96 	 0.35272900
425763.50 	 0.34802300
425806.48 	 0.34025200
425808.46 	 0.34532500
425819.96 	 0.33661900
425824.11 	 0.34897300
425830.71 	 0.34356300
425833.18 	 0.34802300
425892.49 	 0.35127200
425894.26 	 0.34989300
425896.32 	 0.34273500
425911.71 	 0.34069600
425914.14 	 0.33721700
425938.21 	 0.34189200
425967.96 	 0.34012900
425973.91 	 0.34342500
425988.44 	 0.34284200
425992.38 	 0.34612200
425998.59 	 0.35602400
426007.16 	 0.34672000
426008.35 	 0.34512600
426021.81 	 0.36014700
426025.66 	 0.36060700
426031.57 	 0.34947900
426070.58 	 0.34679700
426099.03 	 0.35858400
426100.56 	 0.35082800
426111.55 	 0.34000700
426114.86 	 0.33196000
426123.50 	 0.34799200
426136.21 	 0.34747100
426140.66 	 0.33484100
426148.82 	 0.33459600
426169.55 	 0.34521800
426178.84 	 0.34675100
426194.68 	 0.36578800
426204.38 	 0.35856800
426246.98 	 0.34966300
426249.30 	 0.36637000
426265.50 	 0.36082100
426274.63 	 0.35179400
426279.42 	 0.35769500
426309.87 	 0.35637700
426320.63 	 0.34383900
426336.17 	 0.34708800
426339.52 	 0.35594700
426377.09 	 0.33249600
426384.68 	 0.35495100
426396.42 	 0.35501200
426401.24 	 0.34819200
426427.08 	 0.35102700
426434.59 	 0.34137100
426450.16 	 0.34454400
426459.95 	 0.34425200
426469.82 	 0.34319500
426473.38 	 0.34172300
426494.05 	 0.35516600
426507.24 	 0.33406000
426532.20 	 0.33226600
426536.83 	 0.34423700
426545.43 	 0.33839700
426551.07 	 0.34009900
426558.44 	 0.33669600
426587.85 	 0.34374700
426602.66 	 0.34092600
426635.73 	 0.35001600
426657.97 	 0.33504000
426663.90 	 0.33979200
426665.88 	 0.33612900
426676.82 	 0.34310300
426686.73 	 0.33225100
426691.88 	 0.33398300
426718.87 	 0.34141700
426721.22 	 0.33678800
426733.76 	 0.33620500
426734.43 	 0.34486500
426742.41 	 0.33205200
426747.35 	 0.34929500
426756.95 	 0.33474900
426763.61 	 0.33303300
426783.49 	 0.35223800
426836.31 	 0.33766200
426854.55 	 0.34233600
426870.73 	 0.35449100
426880.30 	 0.34834500
426888.46 	 0.36358000
426909.25 	 0.36106700
426909.66 	 0.35062900
426914.14 	 0.36660000
426947.51 	 0.34719500
426950.62 	 0.35110400
426952.00 	 0.35038300
426983.21 	 0.34863600
426985.57 	 0.34932600
426993.52 	 0.35577900
426996.65 	 0.35985600
427002.64 	 0.35875200
427004.18 	 0.36551200
427006.52 	 0.35994800
427022.04 	 0.35626900
427033.20 	 0.36660000
427037.30 	 0.35722000
427050.75 	 0.36103600
427053.03 	 0.35341800
427053.88 	 0.34354700
427093.71 	 0.34684300
427101.59 	 0.35223800
427107.62 	 0.35177800
427127.03 	 0.35413900
427187.57 	 0.34862100
427205.87 	 0.34906500
427235.76 	 0.35531900
427251.02 	 0.36054600
427254.56 	 0.33746200
427272.02 	 0.35723500
427274.61 	 0.34649000
427320.19 	 0.33674200
427355.63 	 0.34705700
427380.30 	 0.33372200
427382.65 	 0.34048200
427384.76 	 0.34092600
427412.08 	 0.35397000
427445.90 	 0.34886600
427465.82 	 0.34668900
427467.48 	 0.35085900
427494.87 	 0.35217700
427499.87 	 0.34383900
427500.65 	 0.33772300
427507.38 	 0.35502800
427510.99 	 0.34245900
427532.57 	 0.35580900
427533.03 	 0.34635200
427554.48 	 0.36183300
427572.22 	 0.35994800
427574.07 	 0.35245300
427578.71 	 0.34379300
427581.19 	 0.35056700
427590.53 	 0.34780800
427644.99 	 0.35815500
427669.95 	 0.34325600
427682.55 	 0.34771600
427691.15 	 0.34952500
427694.99 	 0.34005300
427703.68 	 0.35331100
427707.74 	 0.33752400
427714.72 	 0.34557100
427724.09 	 0.34350100
427729.76 	 0.35266700
427738.62 	 0.34206100
427743.52 	 0.33853500
427746.06 	 0.34273500
427752.86 	 0.34262800
427764.86 	 0.33156100
427769.04 	 0.33058000
427778.56 	 0.35636100
427804.95 	 0.35416900
427807.07 	 0.35105800
427811.57 	 0.34619900
427855.13 	 0.34039000
427872.42 	 0.35237600
427872.97 	 0.35165600
427909.32 	 0.35433800
427919.64 	 0.34334800
427932.21 	 0.34578500
427988.03 	 0.36069900
428000.96 	 0.35800100
428024.48 	 0.34875900
428040.78 	 0.36092900
428047.16 	 0.35856800
428058.90 	 0.36281400
428066.52 	 0.34679700
428082.74 	 0.34497300
428103.75 	 0.33516300
428111.99 	 0.34032900
428140.65 	 0.35251400
428146.86 	 0.34780800
428151.72 	 0.34403800
428152.88 	 0.34527900
428172.77 	 0.35513500
428175.88 	 0.35668300
428204.05 	 0.36457700
428225.15 	 0.35018400
428226.51 	 0.36706000
428234.65 	 0.35748000
428273.08 	 0.35962600
428274.12 	 0.36417800
428282.84 	 0.35427700
428333.27 	 0.35686700
428349.25 	 0.35481300
428368.56 	 0.34888100
428377.53 	 0.35361800
428384.71 	 0.35210000
428404.78 	 0.35789400
428429.70 	 0.36508300
428440.49 	 0.36253800
428469.16 	 0.35061300
428494.95 	 0.35035300
428510.79 	 0.34802300
428517.15 	 0.34888100
428531.05 	 0.35090500
428534.87 	 0.35712800
428535.32 	 0.35623900
428573.46 	 0.35341800
428574.53 	 0.34629100
428583.24 	 0.33924000
428585.69 	 0.35130300
428592.57 	 0.35639200
428595.41 	 0.34920300
428621.90 	 0.35236100
428631.30 	 0.35470600
428694.87 	 0.34160100
428712.00 	 0.35973300
428718.14 	 0.34419100
428719.29 	 0.35030700
428736.86 	 0.33856600
428750.16 	 0.35003100
428754.38 	 0.34327100
428778.08 	 0.36572600
428785.22 	 0.35984100
428793.77 	 0.36258400
428794.68 	 0.36770400
428804.02 	 0.36535800
428804.67 	 0.33902600
428809.06 	 0.36175600
428810.15 	 0.34754800
428819.72 	 0.33099400
428848.86 	 0.33524000
428878.92 	 0.33238900
428889.61 	 0.33223600
428900.33 	 0.34302600
428901.74 	 0.34008300
428913.60 	 0.32287000
428914.39 	 0.32593600
428927.45 	 0.31864000
428950.44 	 0.32524600
428967.23 	 0.32317700
428970.17 	 0.31030200
428981.95 	 0.30821700
428990.13 	 0.31100700
428993.51 	 0.32207300
429002.42 	 0.33603700
429042.86 	 0.33743200
429104.46 	 0.35740300
429126.92 	 0.35161000
429134.44 	 0.35688200
429150.38 	 0.35125700
429153.43 	 0.35634600
429156.41 	 0.34888100
429204.10 	 0.35282000
429231.21 	 0.36195600
429303.43 	 0.33921000
429305.52 	 0.34081900
429311.28 	 0.34295000
429313.45 	 0.34196900
429326.68 	 0.35088900
429349.61 	 0.34587700
429355.83 	 0.34688900
429385.08 	 0.35996300
429391.10 	 0.36007000
429394.74 	 0.34957100
429403.51 	 0.35654500
429412.45 	 0.35323400
429415.21 	 0.36446900
429470.28 	 0.35390900
429475.87 	 0.34187700
429479.96 	 0.34964800
429492.68 	 0.34616800
429530.42 	 0.33553100
429551.33 	 0.33448900
429565.32 	 0.34993900
429584.92 	 0.34405300
429605.44 	 0.34273500
429608.98 	 0.34302600
429610.30 	 0.34989300
429620.84 	 0.33550000
429635.00 	 0.34317900
429641.26 	 0.34537100
429649.49 	 0.33936300
429652.74 	 0.34095700
429665.08 	 0.33522400
429669.68 	 0.33593000
429686.03 	 0.33154600
429718.18 	 0.33614400
429725.76 	 0.32457200
429730.84 	 0.33176000
429740.45 	 0.32310000
429741.44 	 0.31068500
429754.22 	 0.32926200
429761.91 	 0.31655500
429776.81 	 0.33004400
429791.25 	 0.34265800
429798.21 	 0.34209100
429806.87 	 0.34183100
429821.26 	 0.33979200
429824.88 	 0.31815000
429830.31 	 0.33257300
429831.45 	 0.32313100
429835.45 	 0.33643500
429847.90 	 0.34374700
429861.01 	 0.33888800
429897.15 	 0.33370700
429911.11 	 0.32723900
429926.94 	 0.33815200
429927.54 	 0.33067200
429928.52 	 0.33438100
429938.01 	 0.33249600
429939.66 	 0.33476500
429946.60 	 0.32635000
429997.17 	 0.32762200
430024.15 	 0.34238200
430025.97 	 0.33471900
430046.17 	 0.34147800
430048.36 	 0.33258800
430049.34 	 0.34731800
430050.65 	 0.33268000
430051.36 	 0.33044200
430054.87 	 0.34221400
430060.52 	 0.33596000
430062.84 	 0.34757800
430068.02 	 0.34977000
430087.15 	 0.35072100
430096.40 	 0.34045100
430102.70 	 0.34877400
430124.79 	 0.35182400
430128.42 	 0.34592300
430156.46 	 0.34276600
430158.84 	 0.34051200
430162.91 	 0.34386900
430175.84 	 0.34092600
430176.79 	 0.34287300
430178.15 	 0.34002200
430183.27 	 0.35105800
430189.93 	 0.35562500
430208.32 	 0.33832100
430218.60 	 0.33928600
430220.12 	 0.34802300
430252.24 	 0.34121800
430274.20 	 0.35395500
430287.73 	 0.34264300
430300.29 	 0.34153900
430312.77 	 0.34187700
430321.87 	 0.35191600
430330.71 	 0.35308100
430332.60 	 0.34724100
430353.89 	 0.34420600
430372.13 	 0.34098800
430382.06 	 0.35415400
430396.89 	 0.34704200
430403.66 	 0.33792200
430420.83 	 0.35418500
430471.58 	 0.34534100
430477.99 	 0.34693500
430490.00 	 0.34554000
430511.48 	 0.34584600
430515.53 	 0.34247400
430529.38 	 0.34074200
430534.72 	 0.34250500
430545.35 	 0.35302000
430546.40 	 0.35038300
430558.66 	 0.35439900
430575.78 	 0.34175400
430585.02 	 0.35522700
430608.38 	 0.35081300
430618.12 	 0.35487400
430624.53 	 0.34751700
430624.85 	 0.34701100
430625.48 	 0.35298900
430645.16 	 0.35314200
430654.26 	 0.34207600
430684.86 	 0.33980700
430703.16 	 0.34756300
430723.12 	 0.33396800
430729.70 	 0.33700200
430756.62 	 0.34201500
430801.92 	 0.34586200
430826.12 	 0.35134900
430838.56 	 0.34123300
430841.52 	 0.34627600
430868.76 	 0.34230600
430870.33 	 0.35577900
430877.21 	 0.35573300
430884.95 	 0.35950300
430895.71 	 0.36099000
430908.31 	 0.36260000
430909.88 	 0.35311200
430912.20 	 0.34874300
430913.55 	 0.35826200
430917.26 	 0.35147200
430940.70 	 0.35164000
430941.23 	 0.35766400
430943.84 	 0.35518100
430945.72 	 0.35289700
430981.71 	 0.36273700
431006.70 	 0.36255400
431024.95 	 0.35378600
431032.73 	 0.35697400
431075.74 	 0.33681900
431080.71 	 0.34810000
431112.69 	 0.35110400
431113.32 	 0.34054300
431115.13 	 0.34958600
431117.77 	 0.35165600
431127.43 	 0.35128800
431150.32 	 0.35746500
431158.02 	 0.34621400
431160.65 	 0.35177800
431162.13 	 0.36046900
431187.82 	 0.35801700
431190.65 	 0.35508900
