t [ms] 	      u [m/s]
168871.39 	 0.34662800
168874.22 	 0.35498200
168960.17 	 0.36604800
168961.38 	 0.36034600
168988.23 	 0.35623900
168994.82 	 0.35305000
169025.40 	 0.35049100
169030.28 	 0.34408400
169034.25 	 0.35847600
169035.99 	 0.35931900
169062.06 	 0.35053700
169065.76 	 0.34626000
169077.07 	 0.34514100
169080.03 	 0.35535000
169110.83 	 0.36611000
169117.44 	 0.34984700
169118.70 	 0.36569600
169148.34 	 0.34066600
169204.99 	 0.34088000
169205.23 	 0.35778700
169206.63 	 0.34512600
169212.21 	 0.34563200
169251.45 	 0.34385400
169266.80 	 0.34699600
169307.85 	 0.35925800
169327.79 	 0.35456800
169343.90 	 0.34583100
169352.29 	 0.34482000
169355.38 	 0.34327100
169360.21 	 0.35300400
169372.90 	 0.35410800
169382.02 	 0.35810900
169404.67 	 0.35561000
169430.40 	 0.35001600
169430.96 	 0.35597800
169444.49 	 0.34748600
169446.57 	 0.35013800
169456.48 	 0.34385400
169456.77 	 0.35407700
169470.63 	 0.34275000
169494.63 	 0.34790000
169497.00 	 0.34917300
169514.21 	 0.35435300
169514.81 	 0.35741900
169533.47 	 0.36690700
169537.38 	 0.34946400
169578.38 	 0.35433800
169584.95 	 0.35004600
169588.43 	 0.34393100
169625.85 	 0.35013800
169647.71 	 0.35556400
169698.02 	 0.36059200
169700.62 	 0.36797900
169701.33 	 0.34685800
169703.06 	 0.36716700
169712.73 	 0.36381000
169728.22 	 0.34672000
169736.63 	 0.35096600
169781.06 	 0.35449100
169811.22 	 0.33989900
169816.33 	 0.35199300
169844.41 	 0.33511700
169879.64 	 0.34604600
169896.40 	 0.35418500
169914.63 	 0.35820000
169915.83 	 0.34606100
169921.57 	 0.35162500
169950.49 	 0.36233900
169950.88 	 0.34771600
169951.09 	 0.36276800
169956.75 	 0.34823800
169965.29 	 0.35853800
169973.81 	 0.35890600
169985.52 	 0.36454600
170010.17 	 0.36474500
170019.22 	 0.35973300
170054.44 	 0.36647700
170067.90 	 0.36926700
170082.72 	 0.36683000
170087.14 	 0.35541100
170105.59 	 0.35228400
170133.40 	 0.35390900
170143.12 	 0.35306600
170171.90 	 0.33784500
170184.15 	 0.34813000
170184.89 	 0.34993900
170217.35 	 0.33948500
170255.49 	 0.35829200
170265.14 	 0.34567800
170266.58 	 0.34833000
170282.18 	 0.35551800
170294.18 	 0.35433800
170325.53 	 0.33674200
170330.49 	 0.33200600
170366.76 	 0.33960800
170384.18 	 0.34714900
170388.79 	 0.33842800
170410.19 	 0.34969400
170412.16 	 0.33835100
170446.43 	 0.33937800
170446.72 	 0.34340900
170447.04 	 0.33839700
170448.67 	 0.33924000
170465.60 	 0.33206700
170465.86 	 0.34454400
170468.54 	 0.33304800
170475.46 	 0.33310900
170476.48 	 0.34848300
170476.84 	 0.33655800
170508.63 	 0.32989000
170519.64 	 0.33488700
170522.37 	 0.32661000
170530.73 	 0.33418200
170532.73 	 0.33896400
170540.49 	 0.32674800
170560.67 	 0.32625800
170596.33 	 0.32448000
170601.01 	 0.32227300
170604.93 	 0.33490300
170621.00 	 0.33583800
170641.32 	 0.32653400
170645.02 	 0.32483200
170683.25 	 0.33062600
170703.48 	 0.33703300
170704.53 	 0.34230600
170712.79 	 0.33347700
170748.32 	 0.34595400
170791.48 	 0.33775300
170824.74 	 0.33309400
170831.71 	 0.34537100
170836.97 	 0.34172300
170837.87 	 0.34048200
170865.01 	 0.35400100
170877.26 	 0.34722600
170891.31 	 0.35786300
170908.74 	 0.35580900
170920.77 	 0.34037400
170928.38 	 0.34049700
170928.61 	 0.35173200
170931.93 	 0.35407700
170934.21 	 0.34344000
170936.02 	 0.34485000
170950.83 	 0.35921200
170956.80 	 0.34137100
170980.56 	 0.34288800
170986.79 	 0.34183100
171006.65 	 0.33973100
171009.53 	 0.34132500
171028.74 	 0.34765500
171038.38 	 0.33228200
171058.33 	 0.32751500
171065.24 	 0.33816700
171073.95 	 0.34288800
171098.20 	 0.32812800
171113.07 	 0.31980500
171129.46 	 0.33051900
171130.94 	 0.32477100
171132.97 	 0.31995800
171177.06 	 0.32730000
171214.23 	 0.32927700
171217.08 	 0.34592300
171249.23 	 0.32943100
171273.56 	 0.33674200
171277.08 	 0.32219600
171282.22 	 0.33392200
171291.28 	 0.34075800
171306.60 	 0.33810600
171326.78 	 0.34506500
171334.21 	 0.33410600
171347.32 	 0.34514100
171348.42 	 0.34593800
171351.00 	 0.34836000
171354.95 	 0.34929500
171386.41 	 0.34711900
171414.10 	 0.34587700
171453.25 	 0.34319500
171458.03 	 0.35263700
171464.86 	 0.34463600
171471.33 	 0.34396100
171495.24 	 0.35099700
171519.75 	 0.34803800
171532.59 	 0.35171700
171541.11 	 0.35233000
171593.28 	 0.35410800
171595.30 	 0.37159700
171601.52 	 0.35706600
171611.02 	 0.36287500
171621.22 	 0.35432300
171633.85 	 0.35820000
171635.23 	 0.35335700
171644.61 	 0.35294300
171671.98 	 0.34324100
171680.98 	 0.34632200
171685.61 	 0.36333500
171689.43 	 0.35262100
171698.47 	 0.35400100
171714.44 	 0.34679700
171723.34 	 0.35019900
171738.06 	 0.34138600
171753.14 	 0.34630600
171756.28 	 0.34069600
171756.81 	 0.33669600
171766.50 	 0.34295000
171775.51 	 0.34284200
171782.49 	 0.33954700
171814.63 	 0.35222300
171820.34 	 0.34043600
171840.23 	 0.33744700
171842.96 	 0.34710300
171853.36 	 0.34322500
171856.97 	 0.33868800
171878.60 	 0.33871900
171905.49 	 0.35291200
171919.49 	 0.34209100
171922.51 	 0.35418500
171939.65 	 0.36626300
171963.71 	 0.35426100
171993.98 	 0.35731100
171997.97 	 0.36043800
172007.07 	 0.35167100
172022.09 	 0.34572400
172031.42 	 0.36161900
172060.79 	 0.36367200
172085.02 	 0.35525800
172086.85 	 0.35469000
172096.78 	 0.34560100
172099.79 	 0.35557900
172137.48 	 0.35308100
172137.67 	 0.35064400
172147.83 	 0.34365500
172152.62 	 0.35067500
172166.97 	 0.34123300
172174.70 	 0.34301100
172187.95 	 0.35712800
172202.58 	 0.34008300
172209.28 	 0.33511700
172209.54 	 0.34518700
172210.97 	 0.34143200
172215.74 	 0.33916400
172231.11 	 0.34103400
172238.38 	 0.34083400
172253.56 	 0.35450700
172255.96 	 0.34744100
172271.70 	 0.34635200
172272.66 	 0.35654500
172278.08 	 0.35393900
172293.15 	 0.34737900
172306.27 	 0.34523300
172311.65 	 0.35154800
172313.17 	 0.34649000
172318.10 	 0.35715800
172330.19 	 0.34569300
172334.55 	 0.35162500
172348.53 	 0.35502800
172366.66 	 0.34356300
172394.98 	 0.34512600
172411.12 	 0.35398500
172434.60 	 0.33951600
172442.52 	 0.33534700
172446.83 	 0.33704800
172473.79 	 0.35147200
172487.49 	 0.34549400
172512.71 	 0.33951600
172557.21 	 0.34351700
172567.33 	 0.35663700
172570.55 	 0.33950100
172586.45 	 0.34100300
172604.67 	 0.35752600
172605.30 	 0.34267400
172610.27 	 0.35536500
172624.75 	 0.33548500
172628.87 	 0.34756300
172656.03 	 0.34978600
172739.13 	 0.34498800
172773.65 	 0.34745600
172774.27 	 0.35809300
172789.40 	 0.36157300
172797.45 	 0.34878900
172808.61 	 0.35613100
172816.79 	 0.34428300
172849.02 	 0.34120200
172856.07 	 0.34199900
172857.54 	 0.33381400
172881.60 	 0.34279600
172904.44 	 0.34085000
172913.40 	 0.33643500
172931.86 	 0.34272000
172939.28 	 0.32921600
172976.63 	 0.32651800
172992.80 	 0.32578300
173011.74 	 0.33999100
173037.05 	 0.33395200
173041.94 	 0.34577000
173052.82 	 0.34391500
173056.48 	 0.35021500
173058.12 	 0.33844300
173064.87 	 0.33819800
173070.83 	 0.34340900
173071.49 	 0.34199900
173080.58 	 0.34607600
173097.61 	 0.33497900
173105.99 	 0.32955300
173110.09 	 0.34636800
173124.52 	 0.34161600
173139.07 	 0.33445800
173167.92 	 0.33882600
173187.50 	 0.34264300
173189.68 	 0.33513200
173193.00 	 0.33707900
173194.35 	 0.33346200
173202.83 	 0.34518700
173204.94 	 0.33825900
173222.49 	 0.34638300
173235.25 	 0.33294100
173246.47 	 0.33484100
173246.92 	 0.33390600
173252.07 	 0.33448900
173264.33 	 0.33258800
173278.16 	 0.34178500
173279.40 	 0.34676600
173306.09 	 0.34394600
173322.93 	 0.34020600
173360.11 	 0.34406800
173381.75 	 0.34420600
173383.51 	 0.34860500
173393.61 	 0.35653000
173411.07 	 0.34791600
173411.85 	 0.35300400
173417.48 	 0.35335700
173419.01 	 0.34878900
173424.52 	 0.36232400
173431.14 	 0.36062200
173447.71 	 0.35852200
173472.25 	 0.34449800
173478.37 	 0.35547200
173485.52 	 0.35915100
173492.80 	 0.34411400
173502.33 	 0.36146500
173505.30 	 0.34806900
173539.27 	 0.35053700
173547.93 	 0.35306600
173558.99 	 0.34773200
173559.39 	 0.34816100
173586.72 	 0.35206900
173611.01 	 0.34688900
173613.87 	 0.34941800
173632.74 	 0.35429200
173637.80 	 0.34577000
173648.55 	 0.35593200
173673.29 	 0.33833600
173701.27 	 0.33136200
173718.64 	 0.34025200
173726.83 	 0.34632200
173731.29 	 0.34173900
173761.35 	 0.34941800
173767.85 	 0.35351000
173774.47 	 0.34261200
173786.73 	 0.34382300
173797.08 	 0.34863600
173801.11 	 0.35133400
173805.22 	 0.35718900
173808.70 	 0.35985600
173822.39 	 0.35211500
173835.53 	 0.33747800
173860.11 	 0.34693500
173880.26 	 0.34195300
173881.66 	 0.33113200
173886.97 	 0.33019700
173908.59 	 0.33643500
173916.78 	 0.34371600
173926.96 	 0.34391500
173939.08 	 0.34649000
173946.63 	 0.33931700
173951.61 	 0.32964500
173957.02 	 0.34995400
173964.03 	 0.34534100
173989.03 	 0.33761600
174035.76 	 0.34448200
174043.36 	 0.35351000
174050.49 	 0.35352600
174052.64 	 0.35098100
174066.65 	 0.34322500
174068.76 	 0.34757800
174071.09 	 0.34022100
174079.69 	 0.33326200
174087.36 	 0.33229700
174097.41 	 0.34747100
174103.24 	 0.33852000
174120.91 	 0.34840600
174127.67 	 0.34270400
174133.81 	 0.34160100
174136.28 	 0.33993000
174145.47 	 0.34865100
174168.41 	 0.35562500
174193.22 	 0.36505200
174206.89 	 0.35462900
174232.40 	 0.35467500
174236.51 	 0.34207600
174272.67 	 0.34780800
174281.60 	 0.34390000
174288.18 	 0.35846100
174294.48 	 0.34862100
174299.14 	 0.35928900
174306.39 	 0.35867600
174317.48 	 0.34891200
174339.62 	 0.34685800
174385.77 	 0.35767900
174434.88 	 0.33727800
174456.78 	 0.35329600
174461.10 	 0.34603000
174492.91 	 0.35254500
174496.61 	 0.34767000
174501.92 	 0.35030700
174505.61 	 0.35351000
174509.92 	 0.34066600
174513.64 	 0.34419100
174514.03 	 0.34517200
174516.38 	 0.34249000
174521.33 	 0.34014500
174531.30 	 0.34229000
174551.18 	 0.33934800
174561.39 	 0.34114100
174570.35 	 0.34095700
174571.42 	 0.34336300
174584.05 	 0.35023000
174586.23 	 0.35674400
174604.23 	 0.34383900
174637.20 	 0.33966900
174648.41 	 0.34532500
174648.90 	 0.33796800
174689.05 	 0.34603000
174700.88 	 0.33657300
174715.25 	 0.34339400
174744.66 	 0.33652700
174745.43 	 0.35032200
174755.59 	 0.33789100
174764.94 	 0.35321900
174769.46 	 0.35107300
174798.31 	 0.35507400
174804.26 	 0.35119600
174809.75 	 0.34075800
174812.75 	 0.35639200
174833.51 	 0.35115000
174835.87 	 0.34500300
174840.55 	 0.35823100
174850.85 	 0.34863600
174866.60 	 0.35645300
174870.38 	 0.34541700
174874.17 	 0.34445200
174877.70 	 0.34555500
174885.81 	 0.34313300
174889.55 	 0.33602100
174902.90 	 0.33577600
174905.70 	 0.33901000
174934.04 	 0.34426800
174935.50 	 0.33997600
174950.23 	 0.33727800
174973.66 	 0.35231500
174984.87 	 0.34523300
174987.08 	 0.34166200
175000.47 	 0.35878300
175006.74 	 0.34192300
175013.27 	 0.35996300
175024.69 	 0.36019300
175029.40 	 0.34278100
175084.03 	 0.35856800
175097.82 	 0.36210900
175112.66 	 0.34926500
175139.85 	 0.34737900
175140.90 	 0.33758500
175147.56 	 0.35827700
175195.03 	 0.34244400
175214.90 	 0.35321900
175221.10 	 0.33979200
175224.02 	 0.33795300
175246.90 	 0.34293400
175266.03 	 0.34526400
175280.32 	 0.33226600
175287.83 	 0.33381400
175347.03 	 0.33852000
175351.35 	 0.34647500
175356.18 	 0.34570900
175371.01 	 0.33959300
175375.68 	 0.33456500
175382.18 	 0.34497300
175400.76 	 0.33634300
175407.61 	 0.33939400
175431.54 	 0.34468200
175446.53 	 0.35203900
175448.56 	 0.34639800
175482.42 	 0.34170800
175508.61 	 0.33971500
175522.44 	 0.33859700
175523.70 	 0.34057400
175568.22 	 0.33861200
175586.98 	 0.36269100
175601.16 	 0.35838400
175623.13 	 0.35507400
175652.70 	 0.36118900
175657.16 	 0.34820700
175667.86 	 0.34644400
175680.50 	 0.35187000
175686.01 	 0.34440600
175709.05 	 0.34705700
175720.74 	 0.33913300
175784.82 	 0.34632200
175805.65 	 0.34373100
175806.51 	 0.34344000
175810.67 	 0.33776900
175815.48 	 0.34203000
175836.56 	 0.34475800
175855.02 	 0.35651400
175863.72 	 0.34728700
175871.10 	 0.35039900
175907.83 	 0.35142600
175908.99 	 0.35007700
175925.27 	 0.34908100
175936.94 	 0.33744700
175946.91 	 0.35036800
175959.52 	 0.35533400
175960.29 	 0.34624500
175993.49 	 0.35202300
176028.19 	 0.36341200
176028.68 	 0.34894300
176037.14 	 0.34954000
176039.59 	 0.34744100
176070.98 	 0.34589200
176088.68 	 0.35789400
176097.19 	 0.34069600
176109.82 	 0.34552500
176110.45 	 0.35432300
176118.38 	 0.33816700
176126.67 	 0.34696500
176148.29 	 0.35948800
176169.17 	 0.35272900
176173.33 	 0.35384700
176201.79 	 0.34774700
176204.74 	 0.35173200
176206.25 	 0.34501900
176207.07 	 0.35449100
176229.42 	 0.35274400
176239.06 	 0.36051500
176264.50 	 0.35398500
176286.86 	 0.34949400
176346.47 	 0.34724100
176357.20 	 0.34353200
176373.18 	 0.35334200
176375.06 	 0.35545700
176378.16 	 0.34629100
176382.95 	 0.34501900
176393.48 	 0.34298000
176395.31 	 0.34066600
176406.41 	 0.34189200
176422.22 	 0.33950100
176424.60 	 0.34391500
176425.47 	 0.34583100
176442.21 	 0.34140100
176451.06 	 0.34719500
176459.43 	 0.33775300
176463.74 	 0.36134300
176476.21 	 0.33968500
176494.20 	 0.33798300
176513.32 	 0.33638900
176517.17 	 0.34419100
176521.14 	 0.33683400
176524.27 	 0.34039000
176530.37 	 0.33392200
176531.82 	 0.35409300
176543.34 	 0.34463600
176553.81 	 0.33947000
176558.73 	 0.34451300
176573.86 	 0.34509500
176579.37 	 0.33510200
176592.53 	 0.35495100
176619.62 	 0.35127200
176639.34 	 0.35157900
176647.00 	 0.35236100
176649.41 	 0.35749500
176662.23 	 0.34399200
176673.85 	 0.34425200
176682.80 	 0.33441200
176683.14 	 0.34774700
176716.03 	 0.32366700
176717.73 	 0.32746900
176722.32 	 0.33799900
176738.92 	 0.33061100
176741.90 	 0.34112600
176754.26 	 0.32495500
176768.88 	 0.32789800
176773.21 	 0.33540800
176774.23 	 0.33669600
176779.58 	 0.32417300
176783.88 	 0.32521600
176796.87 	 0.34108000
176799.09 	 0.33812100
176812.57 	 0.33350800
176833.57 	 0.34529500
176837.19 	 0.34019100
176839.14 	 0.34075800
176858.30 	 0.32673300
176888.50 	 0.34307200
176893.23 	 0.33635900
176937.35 	 0.34610700
176954.07 	 0.33307900
176963.00 	 0.33760000
176975.22 	 0.32307000
176982.60 	 0.33360000
177006.91 	 0.32418900
177012.47 	 0.33255700
177024.80 	 0.33386000
177028.27 	 0.33139300
177037.70 	 0.34642900
177043.02 	 0.33177600
177045.28 	 0.34672000
177063.15 	 0.33304800
177071.00 	 0.32345300
177083.41 	 0.34385400
177129.97 	 0.33358400
177132.04 	 0.33542400
177143.72 	 0.32317700
177154.23 	 0.32523100
177178.21 	 0.33968500
177225.75 	 0.32569100
177228.85 	 0.32339200
177232.67 	 0.32438800
177237.00 	 0.33922500
177241.05 	 0.33487200
177242.96 	 0.33179100
177250.04 	 0.32978300
177250.28 	 0.34340900
177251.20 	 0.33393700
177252.30 	 0.32598200
177253.60 	 0.33894900
177276.40 	 0.33775300
177280.01 	 0.34543300
177284.83 	 0.34100300
177292.70 	 0.33970000
177299.09 	 0.34954000
177301.25 	 0.34334800
177317.81 	 0.33542400
177319.71 	 0.34471200
177323.30 	 0.33412100
177327.45 	 0.33568400
177340.80 	 0.33950100
177346.33 	 0.33888800
177354.39 	 0.34017500
177361.16 	 0.33318600
177410.50 	 0.34393100
177412.95 	 0.33617500
177417.64 	 0.33235800
177436.50 	 0.33706400
177449.03 	 0.34108000
177462.30 	 0.34668900
177464.07 	 0.33957700
177464.82 	 0.34379300
177468.90 	 0.34124800
177479.13 	 0.34279600
177481.20 	 0.36194000
177492.15 	 0.33904100
177494.35 	 0.33801400
177497.94 	 0.34100300
177506.57 	 0.34101800
177507.55 	 0.33672700
177518.88 	 0.35450700
177545.23 	 0.34302600
177550.44 	 0.33474900
177556.46 	 0.33278700
177571.20 	 0.34244400
177594.97 	 0.33510200
177610.66 	 0.32369800
177616.10 	 0.33684900
177622.57 	 0.33772300
177627.45 	 0.33432000
177632.56 	 0.32602800
177651.69 	 0.33853500
177653.42 	 0.33689500
177657.48 	 0.33536200
177667.45 	 0.33465700
177731.44 	 0.33539300
177739.04 	 0.34494200
177742.83 	 0.34912700
177746.99 	 0.33816700
177778.21 	 0.34313300
177793.71 	 0.35346400
177816.27 	 0.34727200
177817.59 	 0.33867300
177822.00 	 0.33609800
177823.79 	 0.33625100
177825.84 	 0.33666500
177826.77 	 0.33373800
177853.23 	 0.35113400
177873.79 	 0.36710600
177882.79 	 0.35352600
177894.09 	 0.36977300
177896.21 	 0.35217700
177897.57 	 0.35090500
177912.89 	 0.35400100
177914.69 	 0.35772500
177920.48 	 0.35026100
177922.29 	 0.35274400
177929.63 	 0.35118000
177935.20 	 0.36580300
177945.24 	 0.36332000
177978.47 	 0.35410800
177990.84 	 0.35383200
177991.85 	 0.36307500
177996.82 	 0.35436900
177999.10 	 0.35959500
178002.38 	 0.37129000
178010.10 	 0.35030700
178026.80 	 0.34094200
178032.97 	 0.34405300
178037.41 	 0.35352600
178042.19 	 0.35101200
178056.14 	 0.34612200
178072.77 	 0.33988400
178082.48 	 0.35401600
178091.63 	 0.34860500
178101.53 	 0.36267600
178103.49 	 0.36842400
178106.71 	 0.36880700
178107.14 	 0.36356500
178107.46 	 0.36773400
178110.18 	 0.34785400
178150.76 	 0.35389300
178152.03 	 0.36618600
178155.69 	 0.35849200
178161.27 	 0.35484400
178169.32 	 0.35651400
178180.13 	 0.34655200
178182.78 	 0.33940900
178222.59 	 0.34126300
178225.28 	 0.34316400
178238.93 	 0.34952500
178266.06 	 0.32913900
178271.84 	 0.33835100
178278.06 	 0.33514800
178344.92 	 0.34399200
178351.42 	 0.33997600
178433.10 	 0.35059800
178443.46 	 0.33763100
178466.30 	 0.33361500
178469.59 	 0.34603000
178542.45 	 0.34340900
178546.97 	 0.34006800
178549.38 	 0.33013600
178560.21 	 0.34900400
178561.25 	 0.34595400
178586.23 	 0.33159200
178587.71 	 0.33648100
178595.98 	 0.33353800
178615.07 	 0.33145400
178631.62 	 0.33968500
178633.42 	 0.33959300
178638.92 	 0.33514800
178654.60 	 0.33985300
178693.59 	 0.32316200
178698.68 	 0.32254900
178711.83 	 0.32636500
178732.50 	 0.31956000
178744.15 	 0.31166600
178749.05 	 0.31441000
178754.77 	 0.30752700
178757.58 	 0.31254000
178759.81 	 0.31994300
178794.12 	 0.32438800
178820.18 	 0.31856300
178826.11 	 0.32406600
178828.55 	 0.31424100
178831.99 	 0.32467900
178834.11 	 0.32616600
178846.52 	 0.31057800
178852.19 	 0.30898400
178875.07 	 0.33352300
178885.34 	 0.32802000
178911.03 	 0.32015700
178950.27 	 0.33071800
178952.22 	 0.32982900
178962.59 	 0.33727800
178966.70 	 0.33401400
179005.80 	 0.34642900
179016.56 	 0.34012900
179025.49 	 0.34236700
179034.02 	 0.33842800
179044.30 	 0.34941800
179044.96 	 0.34898900
179051.76 	 0.34673500
179080.69 	 0.35585500
179089.47 	 0.35087400
179129.42 	 0.34417600
179162.73 	 0.34581600
179166.36 	 0.32208900
179173.22 	 0.33763100
179178.58 	 0.33260300
179193.85 	 0.32494000
179205.96 	 0.34652100
179212.91 	 0.34209100
179220.16 	 0.33786100
179225.17 	 0.33441200
179226.37 	 0.32979800
179250.02 	 0.35351000
179260.29 	 0.34776200
179264.27 	 0.34790000
179274.16 	 0.34514100
179276.91 	 0.35199300
179284.90 	 0.35764900
179286.48 	 0.33809100
179310.47 	 0.36186400
179327.91 	 0.35450700
179329.48 	 0.34803800
179342.15 	 0.36712100
179348.21 	 0.36738200
179352.05 	 0.34425200
179356.94 	 0.35893600
179381.99 	 0.36347300
179415.05 	 0.34111000
179415.85 	 0.34092600
179425.24 	 0.33637400
179426.65 	 0.33047300
179439.87 	 0.33557700
179452.22 	 0.33763100
179456.62 	 0.33674200
179458.37 	 0.33801400
179485.73 	 0.34190700
179490.32 	 0.33781500
179495.39 	 0.33476500
179496.35 	 0.34249000
179499.74 	 0.33753900
179503.87 	 0.33942400
179506.69 	 0.33289500
179511.79 	 0.33410600
179522.29 	 0.34810000
179529.57 	 0.34422200
179550.43 	 0.33769200
179566.17 	 0.34773200
179578.48 	 0.35997800
179599.47 	 0.34779300
179632.45 	 0.35662200
179638.03 	 0.35239100
179657.21 	 0.34256600
179682.47 	 0.35171700
179693.44 	 0.33776900
179724.21 	 0.34598400
179725.77 	 0.34777800
179748.96 	 0.34609200
179757.81 	 0.35741900
179760.69 	 0.35052100
179784.97 	 0.34833000
179799.45 	 0.35524200
179803.50 	 0.34658200
179826.80 	 0.35459800
179832.40 	 0.35065900
179839.43 	 0.34549400
179853.81 	 0.35717400
179862.16 	 0.34652100
179863.75 	 0.35682100
179889.17 	 0.35801700
179893.31 	 0.34731800
179900.26 	 0.34408400
179907.64 	 0.34704200
179919.28 	 0.35046000
179952.95 	 0.33491800
179961.77 	 0.33622100
179973.66 	 0.35062900
179977.19 	 0.34310300
179999.26 	 0.33301700
179999.52 	 0.34298000
180007.59 	 0.33626700
180016.60 	 0.32930800
180026.96 	 0.35038300
180034.88 	 0.35180900
180040.30 	 0.33971500
180053.87 	 0.33617500
180055.05 	 0.34451300
180067.32 	 0.33902600
180076.66 	 0.34482000
180079.80 	 0.33418200
180133.52 	 0.34675100
180155.08 	 0.35153300
180176.89 	 0.35007700
180179.82 	 0.35620800
180234.56 	 0.34583100
180248.09 	 0.35375500
180267.31 	 0.33884200
180288.76 	 0.33332400
180349.98 	 0.35536500
180351.68 	 0.35772500
180352.25 	 0.33726300
180357.73 	 0.35050600
180359.38 	 0.34964800
180364.27 	 0.34347100
180365.93 	 0.35436900
180368.68 	 0.34561700
180375.90 	 0.34983200
180396.02 	 0.34561700
180416.26 	 0.34698100
180419.33 	 0.34134000
180454.64 	 0.33589900
180473.81 	 0.34480400
180496.72 	 0.33156100
180503.54 	 0.33589900
180505.77 	 0.34586200
180517.89 	 0.34616800
180523.35 	 0.34685800
180536.90 	 0.34731800
180537.83 	 0.34321000
180543.59 	 0.32956900
180557.04 	 0.33179100
180558.91 	 0.34337900
180642.00 	 0.34416000
180665.81 	 0.32719300
180667.67 	 0.32808200
180672.50 	 0.32619600
180694.85 	 0.33229700
180707.18 	 0.34403800
180707.54 	 0.33853500
180708.23 	 0.33068700
180710.58 	 0.32932300
180737.89 	 0.34124800
180746.26 	 0.34722600
180747.47 	 0.34095700
180761.48 	 0.33968500
180762.49 	 0.33763100
180764.88 	 0.34259700
180821.86 	 0.36209400
180832.17 	 0.34287300
180838.70 	 0.34333300
180841.74 	 0.34172300
180853.97 	 0.33134700
180861.94 	 0.33922500
180864.92 	 0.33983800
180878.16 	 0.35439900
180885.13 	 0.34851300
180887.37 	 0.33709400
180916.67 	 0.33422800
180948.15 	 0.33890300
180982.34 	 0.35870600
180984.48 	 0.35977900
180997.83 	 0.36698300
181014.81 	 0.35093500
181015.69 	 0.36191000
181042.44 	 0.35780200
181053.81 	 0.35863000
181055.27 	 0.34852900
181062.31 	 0.35377100
181080.93 	 0.35879800
181096.48 	 0.35648400
181099.02 	 0.33778400
181116.32 	 0.36053000
181119.25 	 0.33873400
181126.93 	 0.35269800
181152.72 	 0.34085000
181153.65 	 0.34777800
181197.39 	 0.34655200
181209.65 	 0.35124200
181277.28 	 0.37509100
181279.98 	 0.36181800
181282.44 	 0.35384700
181306.89 	 0.33761600
181309.16 	 0.34035900
181334.55 	 0.32848000
181366.08 	 0.32912400
181369.49 	 0.33330800
181371.57 	 0.32172100
181403.23 	 0.33675700
181406.81 	 0.34457400
181415.27 	 0.33985300
181420.28 	 0.33793700
181434.55 	 0.33631300
181466.92 	 0.33450400
181472.77 	 0.33781500
181562.30 	 0.32886300
181571.62 	 0.31767400
181582.35 	 0.32809700
181648.80 	 0.31004100
181684.07 	 0.31529900
181691.63 	 0.32207300
181697.68 	 0.32366700
181699.93 	 0.32846500
181708.26 	 0.32579800
181710.38 	 0.34344000
181710.89 	 0.33510200
181720.38 	 0.33894900
181759.32 	 0.32299300
181770.67 	 0.33568400
181775.11 	 0.33896400
181795.86 	 0.33396800
181803.52 	 0.34345500
181808.01 	 0.35392400
181816.69 	 0.36532800
181817.28 	 0.35279000
181822.24 	 0.35594700
181822.77 	 0.35669800
181825.14 	 0.34859000
181846.74 	 0.36834700
181869.53 	 0.35640700
181878.13 	 0.36558800
181890.31 	 0.36184800
181914.22 	 0.35433800
181920.75 	 0.36707500
181981.69 	 0.34911100
181983.46 	 0.35372500
181985.12 	 0.34665900
181986.47 	 0.34373100
181993.10 	 0.35493600
182018.01 	 0.34984700
182039.48 	 0.33720200
182045.54 	 0.34043600
182057.63 	 0.34465100
182112.40 	 0.36011600
182121.11 	 0.35617700
182127.64 	 0.35401600
182146.80 	 0.35478200
182147.40 	 0.36404000
182151.73 	 0.36200200
182158.61 	 0.36483700
182165.69 	 0.35252900
182167.65 	 0.35294300
182174.59 	 0.35524200
182180.99 	 0.36066800
182181.40 	 0.35311200
182212.15 	 0.35646800
182264.45 	 0.35528800
182278.27 	 0.35170200
182296.23 	 0.36568000
182308.90 	 0.35113400
182309.81 	 0.35305000
182333.45 	 0.34878900
182347.54 	 0.35528800
182364.74 	 0.33966900
182377.01 	 0.34997000
182395.17 	 0.34615300
182433.86 	 0.34173900
182450.40 	 0.34512600
182464.46 	 0.34170800
182465.39 	 0.35188600
182479.92 	 0.35200800
182484.07 	 0.34646000
182495.06 	 0.33717100
182504.11 	 0.34463600
182507.99 	 0.35584000
182511.48 	 0.34895800
182513.89 	 0.34377700
182528.66 	 0.33323200
182535.64 	 0.33461100
182545.78 	 0.33436600
182565.66 	 0.34272000
182576.19 	 0.35096600
182578.76 	 0.34008300
182603.43 	 0.35309600
182608.31 	 0.34747100
182610.64 	 0.35185500
182625.99 	 0.34878900
182627.78 	 0.35256000
182638.68 	 0.33720200
182641.30 	 0.35272900
182648.00 	 0.33651200
182655.28 	 0.35003100
182677.69 	 0.34259700
182689.01 	 0.35349500
182721.92 	 0.35372500
182794.80 	 0.35168600
182807.01 	 0.34423700
182822.98 	 0.33474900
182830.48 	 0.34052800
182832.38 	 0.33671100
182855.79 	 0.33833600
182864.01 	 0.35870600
182870.73 	 0.33798300
182874.68 	 0.34097200
182889.33 	 0.34247400
182904.45 	 0.34455900
182920.85 	 0.34961700
182932.20 	 0.35653000
182954.59 	 0.35896700
